"","Date","Age","pCO2","Chamber_tank","N","resp_umol_hr_bFactorNormTDW.MEAN","sd","se","ci"
"1","10/26/2021",92,"500 uatm","8_A",2,7.01970944234676,0.50560619804197,0.357517571245425,4.5426914570243
"2","10/26/2021",92,"500 uatm","8_B",2,5.23286383306382,1.73948587996468,1.23000226150128,15.6286605605931
"3","10/26/2021",92,"500 uatm","8_C",2,4.43599645313252,1.30438303496852,0.92233808929093,11.7194165985027
"4","10/26/2021",92,"500 uatm","8_D",2,6.39212056687741,2.16683104953547,1.53218092881209,19.4682045743488
"5","10/26/2021",92,"800 uatm","7.5_A",2,6.82050436071832,3.63400356280195,2.56962856211333,32.6502266061342
"6","10/26/2021",92,"800 uatm","7.5_B",1,8.34386201127037,NA,NA,NA
"7","10/26/2021",92,"800 uatm","7.5_C",2,2.40304389740094,1.14044672074338,0.806417609819605,10.2465072532245
"8","10/26/2021",92,"800 uatm","7.5_D",1,10.460525492639,NA,NA,NA
"9","10/26/2022",457,"500 uatm","8_A",1,1.92082420229863,NA,NA,NA
"10","10/26/2022",457,"500 uatm","8_C",1,6.58925507916172,NA,NA,NA
"11","10/26/2022",457,"500 uatm","8_D",1,1.36441454804359,NA,NA,NA
"12","10/26/2022",457,"500 uatm","8_E",1,6.02177297992788,NA,NA,NA
"13","10/26/2022",457,"500 uatm","8_F",1,4.50166863950101,NA,NA,NA
"14","10/26/2022",457,"500 uatm","8_G",1,7.99903470158902,NA,NA,NA
"15","10/26/2022",457,"800 uatm","7.5_A",1,2.24260349073477,NA,NA,NA
"16","10/26/2022",457,"800 uatm","7.5_B",1,3.97093150122367,NA,NA,NA
"17","10/26/2022",457,"800 uatm","7.5_C",1,13.5026521809999,NA,NA,NA
"18","10/26/2022",457,"800 uatm","7.5_D",1,12.2013063683517,NA,NA,NA
"19","10/26/2022",457,"800 uatm","7.5_E",1,2.60847200709925,NA,NA,NA
"20","10/26/2022",457,"800 uatm","7.5_F",1,1.10086050431599,NA,NA,NA
"21","10/26/2022",457,"800 uatm","7.5_G",1,22.0627568141054,NA,NA,NA
"22","2/2/2022",191,"500 uatm","8_A",1,31.2411703332896,NA,NA,NA
"23","2/2/2022",191,"500 uatm","8_B",1,12.7094289496061,NA,NA,NA
"24","2/2/2022",191,"500 uatm","8_C",2,20.5106754547401,1.23953229065762,0.8764816882237,11.1367557780784
"25","2/2/2022",191,"500 uatm","8_D",1,7.24988681211514,NA,NA,NA
"26","2/2/2022",191,"500 uatm","8_E",1,29.3550260724901,NA,NA,NA
"27","2/2/2022",191,"500 uatm","8_F",1,23.2792503937834,NA,NA,NA
"28","2/2/2022",191,"500 uatm","8_G",1,17.7717493974206,NA,NA,NA
"29","2/2/2022",191,"500 uatm","8_H",1,16.0766800717163,NA,NA,NA
"30","2/2/2022",191,"800 uatm","7.5_A",1,22.0421709714998,NA,NA,NA
"31","2/2/2022",191,"800 uatm","7.5_B",1,20.2318757613503,NA,NA,NA
"32","2/2/2022",191,"800 uatm","7.5_C",2,13.183905117552,0.0514751411673244,0.0363984213819499,0.462485794152614
"33","2/2/2022",191,"800 uatm","7.5_D",1,7.47156835285181,NA,NA,NA
"34","2/2/2022",191,"800 uatm","7.5_E",1,17.7459647876282,NA,NA,NA
"35","2/2/2022",191,"800 uatm","7.5_F",1,13.1184737869751,NA,NA,NA
"36","2/2/2022",191,"800 uatm","7.5_G",1,15.5684119052915,NA,NA,NA
"37","2/2/2022",191,"800 uatm","7.5_H",1,12.4273077964127,NA,NA,NA
"38","3/1/2022",218,"500 uatm","8_A",1,2.28757589615386,NA,NA,NA
"39","3/1/2022",218,"500 uatm","8_B",1,11.5819720670011,NA,NA,NA
"40","3/1/2022",218,"500 uatm","8_C",1,19.7945063419242,NA,NA,NA
"41","3/1/2022",218,"500 uatm","8_D",1,13.0693534198774,NA,NA,NA
"42","3/1/2022",218,"500 uatm","8_E",2,13.8898159453419,17.3013555570456,12.2339058381065,155.446512302064
"43","3/1/2022",218,"500 uatm","8_F",1,17.8406847107235,NA,NA,NA
"44","3/1/2022",218,"500 uatm","8_G",1,5.96493714863401,NA,NA,NA
"45","3/1/2022",218,"500 uatm","8_H",1,16.8440882104805,NA,NA,NA
"46","3/1/2022",218,"800 uatm","7.5_A",1,15.6193662038441,NA,NA,NA
"47","3/1/2022",218,"800 uatm","7.5_B",2,8.68552719686423,3.99181189863106,2.82263726274317,35.8650069563704
