"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA"
"1",165,"Welchs T test, equal variance","0.330244084416088; 0.343297279552684","YES",0.287941614556429,"YES",6,"NA",1.16680817274111,0.143779890445729,"NO",0.825,NA
"2",196,"Welchs T test, equal variance","0.877232473915328; 0.587137499060625","YES",0.204725393329074,"YES",12,"NA",-2.80266837498811,0.99201747760294,"NO",1.5,NA
"3",220,"Welchs T test, equal variance","0.185718409004105; 0.194776830140683","YES",0.509798145111388,"YES",9,"NA",-2.94015691824659,0.991758734742301,"NO",1.78,NA
"4",225,"Welchs T test, equal variance","0.361188469061906; 0.908930197494695","YES",0.407665634470961,"YES",10,"NA",-0.0514838214510954,0.520023056854543,"NO",0.0297,NA
"5",233,"Welchs T test, equal variance","0.991970234495417; 0.645419193075385","YES",0.306788534232139,"YES",10,"NA",1.53790321477399,0.0775449592420298,"NO",0.942,NA
"6",274,"Welchs T test, equal variance","0.473275115167222; 0.752312054340858","YES",0.876904085859049,"YES",6,"NA",2.31256311439006,0.0300287879352551,"YES",1.64,NA
"7",304,"Welchs T test, equal variance","0.370057656790386; 0.307130972866445","YES",0.357310727008638,"YES",6,"NA",1.20563354439685,0.136671256928508,"NO",0.853,NA
"8",338,"Welchs T test, non-equal variance","0.311861751686894; 0.210346458289094","YES",0.0337914850368009,"NO",3.60795103844147,"NA",1.339549278826,0.129267242651328,"NO",0.947,NA
"9",233,"Welchs T test, equal variance","0.310292041833953; 0.0544359308381549","YES",0.504231364018635,"YES",10,"NA",0.488254119842269,0.317949327388884,"NO",0.299,NA
"10",274,"Welchs T test, equal variance","0.206750097703826; 0.84805079619249","YES",0.684732679438417,"YES",6,"NA",-0.362175193928023,0.635182282010769,"NO",0.256,NA
"11",304,"Welchs T test, equal variance","0.830430577791099; 0.164418979007236","YES",0.32086315733477,"YES",6,"NA",1.15947874961938,0.145156749736626,"NO",0.82,NA
"12",338,"Welchs T test, equal variance","0.310730640335056; 0.870196544156024","YES",0.719977853152634,"YES",6,"NA",0.268508898172646,0.398650515841147,"NO",0.19,NA
