"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",93,"Welchs T test, equal variance","0.727003222477676; 0.93764460033005","YES",0.654720947057658,"YES",6,"NA",0.118337549062482,0.454831281586049,"NO",0.0837,NA,"Tissue: two pCO2 bfactors + mean data"
"2",165,"Welchs T test, equal variance","0.110922835809994; 0.860307051828549","YES",0.810008942514136,"YES",6,"NA",-2.39814845963736,0.973285247074079,"NO",1.7,NA,"Tissue: two pCO2 bfactors + mean data"
"3",196,"Welchs T test, equal variance","0.247410079320891; 0.235326864043634","YES",0.134916945499198,"YES",12,"NA",-1.8376178221797,0.954503689563497,"NO",0.982,NA,"Tissue: two pCO2 bfactors + mean data"
"4",220,"Welchs T test, equal variance","0.2210602161795; 0.782829493130453","YES",0.503542134048493,"YES",9,"NA",-2.07642426056877,0.966171933794776,"NO",1.26,NA,"Tissue: two pCO2 bfactors + mean data"
"5",225,"Welchs T test, equal variance","0.367629127928434; 0.472101827578642","YES",0.312015293796932,"YES",10,"NA",0.531841159218426,0.303224230103288,"NO",0.307,NA,"Tissue: two pCO2 bfactors + mean data"
"6",93,"Welchs T test, equal variance","0.720501234534259; 0.929548543272158","YES",0.647539739025143,"YES",6,"NA",-0.00698229417088482,0.502672327472442,"NO",0.00494,NA,"Tissue: one bfactor + mean data"
"7",165,"Welchs T test, equal variance","0.128941565193844; 0.838869701110206","YES",0.78021904925479,"YES",6,"NA",-2.37209867371312,0.972319068461977,"NO",1.68,NA,"Tissue: one bfactor + mean data"
"8",196,"Welchs T test, equal variance","0.257205954840336; 0.254502427536447","YES",0.138982727061412,"YES",12,"NA",-1.83690038662534,0.954447721575417,"NO",0.982,NA,"Tissue: one bfactor + mean data"
"9",220,"Welchs T test, equal variance","0.295459711475709; 0.751630693114106","YES",0.460461035159576,"YES",9,"NA",-2.02734287432951,0.96337590207999,"NO",1.23,NA,"Tissue: one bfactor + mean data"
"10",225,"Welchs T test, equal variance","0.348444120473044; 0.442085628550884","YES",0.319868253036719,"YES",10,"NA",0.548852358429737,0.29757409151868,"NO",0.317,NA,"Tissue: one bfactor + mean data"
"11",93,"Welchs T test, equal variance","0.395775959488906; 0.340039544305115","YES",0.0505333609824757,"YES",6,"NA",0.101435514516973,0.461254796336792,"NO",0.0717,NA,"Tissue: raw, NO BFACTOR + mean data"
"12",165,"Welchs T test, equal variance","0.678300352058112; 0.228096834931139","YES",0.303207721238571,"YES",6,"NA",-0.501974539132358,0.683214742202118,"NO",0.355,NA,"Tissue: raw, NO BFACTOR + mean data"
"13",196,"Welchs T test, equal variance","0.275440932865085; 0.868627306649964","YES",0.529744931327046,"YES",12,"NA",0.56431419752672,0.291467233331711,"NO",0.302,NA,"Tissue: raw, NO BFACTOR + mean data"
"14",220,"Welchs T test, equal variance","0.786226535595247; 0.959891363270865","YES",0.557073709876042,"YES",9,"NA",-1.39290214484992,0.901452637102805,"NO",0.843,NA,"Tissue: raw, NO BFACTOR + mean data"
"15",225,"Welchs T test, equal variance","0.500808085700213; 0.495864959172348","YES",0.137756372452798,"YES",10,"NA",1.32128922128851,0.107918843276505,"NO",0.763,NA,"Tissue: raw, NO BFACTOR + mean data"
