"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",165,"Welchs T test, equal variance","0.960031985755829; 0.240904555472402","YES",0.869499898978154,"YES","6","NA",-0.16531309085578,0.562936580851044,"NO",0.117,NA,"Adductor: two pCO2 bfactors + mean data"
"2",196,"Welchs T test, equal variance","0.0693565197601091; 0.669965952663645","YES",0.108167138651901,"YES","12","NA",-0.184500977329476,0.571649119703562,"NO",0.0986,NA,"Adductor: two pCO2 bfactors + mean data"
"3",220,"Welchs T test, equal variance","0.627935385493153; 0.178461012179201","YES",0.589216075485154,"YES","9","NA",2.35290656641743,0.0215496842601086,"YES",1.42,NA,"Adductor: two pCO2 bfactors + mean data"
"4",225,"Wilcoxon rank sum exact test","0.558698851906398; 0.0326736973501816","NO",0.966908149257063,"YES","NA","NA",8,0.132034632034632,"NO",0.462,NA,"Adductor: two pCO2 bfactors + mean data"
"5",165,"Welchs T test, equal variance","0.863242349878056; 0.2431537027571","YES",0.91897344663156,"YES","6","NA",-0.768558105213253,0.764343074320167,"NO",0.543,NA,"Adductor: one bfactor + mean data"
"6",196,"Welchs T test, equal variance","0.0726510165684079; 0.667962131320342","YES",0.084116699788687,"YES","12","NA",-0.117491746342561,0.545792990452298,"NO",0.0628,NA,"Adductor: one bfactor + mean data"
"7",220,"Welchs T test, equal variance","0.493875161243356; 0.176366252499112","YES",0.964855330841591,"YES","9","NA",2.51429536132857,0.0165384057368928,"YES",1.52,NA,"Adductor: one bfactor + mean data"
"8",225,"Wilcoxon rank sum exact test","0.292758348549839; 0.0326747517841321","NO",0.971657971795943,"YES","NA","NA",12,0.393939393939394,"NO",0.277,NA,"Adductor: one bfactor + mean data"
"9",165,"Welchs T test, equal variance","0.313382524366647; 0.344168341496652","YES",0.884808203204888,"YES","6","NA",-1.82486469044756,0.941088239439665,"NO",1.29,NA,"Adductor: raw, NO BFACTOR + mean data"
"10",196,"Wilcoxon rank sum exact test","0.0273821010433076; 0.681449643841098","NO",0.94998939282441,"YES","NA","NA",45,0.00699300699300699,"YES",0.7,NA,"Adductor: raw, NO BFACTOR + mean data"
"11",220,"Welchs T test, equal variance","0.793808784819935; 0.169351300549737","YES",0.720072415250901,"YES","9","NA",2.85677464220875,0.00943971435336779,"YES",1.73,NA,"Adductor: raw, NO BFACTOR + mean data"
"12",225,"Welchs T test, equal variance","0.0997642827534519; 0.362601288771089","YES",0.277109935653441,"YES","10","NA",0.77616215823442,0.227809210473565,"NO",0.448,NA,"Adductor: raw, NO BFACTOR + mean data"
