"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",93,"Welchs T test, equal variance","0.127514346910691; 0.151461462050078","YES",0.836282858568907,"YES",6,"NA",-0.499592200849177,0.682424686582794,"NO",0.353,NA,"Shell: two pCO2 b factors + mean data"
"2",165,"Welchs T test, equal variance","0.359951416406558; 0.456175719001281","YES",0.403975665890272,"YES",5,"NA",4.48073712222625,0.00325713558139556,"YES",3.42,NA,"Shell: two pCO2 b factors + mean data"
"3",196,"Welchs T test, equal variance","0.253167537336679; 0.63612402159046","YES",0.903745153350949,"YES",12,"NA",1.56542220958402,0.0717304563475485,"NO",0.837,NA,"Shell: two pCO2 b factors + mean data"
"4",220,"Welchs T test, equal variance","0.97334994273481; 0.438452221789213","YES",0.856095398465973,"YES",9,"NA",-0.248588678080683,0.595370695703049,"NO",0.151,NA,"Shell: two pCO2 b factors + mean data"
"5",225,"Welchs T test, equal variance","0.364394192906994; 0.725280623704644","YES",0.892275909179339,"YES",10,"NA",-0.353356111716158,0.634421398655002,"NO",0.204,NA,"Shell: two pCO2 b factors + mean data"
"6",93,"Welchs T test, equal variance","0.138143584298258; 0.179295760878373","YES",0.926108304755275,"YES",6,"NA",0.603674322542877,0.284082689337551,"NO",0.427,NA,"Shell: one bfactor + mean data"
"7",165,"Welchs T test, equal variance","0.562110180453713; 0.590492322888524","YES",0.46923717894267,"YES",5,"NA",5.09203653171794,0.00189780133153076,"YES",3.89,NA,"Shell: one bfactor + mean data"
"8",196,"Welchs T test, equal variance","0.337265892125177; 0.730270138499852","YES",0.891876077240898,"YES",12,"NA",1.48282784549801,0.0819504146124804,"NO",0.793,NA,"Shell: one bfactor + mean data"
"9",220,"Welchs T test, equal variance","0.917874618399241; 0.461629835218141","YES",0.982815950220505,"YES",9,"NA",-0.402920161424785,0.651794850438881,"NO",0.244,NA,"Shell: one bfactor + mean data"
"10",225,"Welchs T test, equal variance","0.400493694881103; 0.574912195609757","YES",0.882937263100242,"YES",10,"NA",-1.04831838246825,0.840416130184926,"NO",0.605,NA,"Shell: one bfactor + mean data"
"11",93,"Welchs T test, equal variance","0.563149874762686; 0.084302787029991","YES",0.257093821870054,"YES",6,"NA",0.401920705472896,0.350833978970994,"NO",0.284,NA,"Shell: raw, NO BFACTOR + mean data"
"12",165,"Welchs T test, equal variance","0.389215163619917; 0.56592259416922","YES",0.846246399669178,"YES",5,"NA",0.072614771606506,0.472463979758441,"NO",0.0555,NA,"Shell: raw, NO BFACTOR + mean data"
"13",196,"Welchs T test, equal variance","0.628296365471366; 0.452290949697721","YES",0.835312310320075,"YES",12,"NA",2.30341510341472,0.0199749057415158,"YES",1.23,NA,"Shell: raw, NO BFACTOR + mean data"
"14",220,"Welchs T test, equal variance","0.244038856186479; 0.916910255155924","YES",0.910380250520302,"YES",9,"NA",1.34346737473842,0.106005426396894,"NO",0.814,NA,"Shell: raw, NO BFACTOR + mean data"
"15",225,"Welchs T test, non-equal variance","0.175459328530703; 0.37711265304494","YES",0.0231856096554853,"NO",7.96434723281839,"NA",0.457868815766793,0.329639845130195,"NO",0.264,NA,"Shell: raw, NO BFACTOR + mean data"
