"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",93,"Welchs T test, equal variance","0.659529794485424; 0.347055613513103","YES",0.320257519139926,"YES","6","NA",5.71692311436996,0.000620504722822834,"YES",4.04,NA,"Somatic: two pCO2 bfactors + mean data"
"2",165,"Wilcoxon rank sum exact test","0.0422556109242545; 0.552375567023257","NO",0.491175954928478,"YES","NA","NA",3,0.2,"NO",0.51,NA,"Somatic: two pCO2 bfactors + mean data"
"3",196,"Wilcoxon rank sum exact test","0.0250468199772141; 0.591385249136854","NO",0.693421233008257,"YES","NA","NA",15,0.259324009324009,"NO",0.324,NA,"Somatic: two pCO2 bfactors + mean data"
"4",220,"Welchs T test, equal variance","0.408581754298078; 0.074381778736825","YES",0.594996341203821,"YES","9","NA",-1.10240474735312,0.85055459581275,"NO",0.668,NA,"Somatic: two pCO2 bfactors + mean data"
"5",225,"Welchs T test, equal variance","0.770896234791536; 0.439342937806812","YES",0.3174036376413,"YES","10","NA",-1.21343156486119,0.873576328442302,"NO",0.701,NA,"Somatic: two pCO2 bfactors + mean data"
"6",93,"Welchs T test, equal variance","0.887751023242878; 0.393634940385432","YES",0.294907205606479,"YES","6","NA",2.18802352879077,0.0356343375801893,"YES",1.55,NA,"Somatic: one bfactor + mean data"
"7",165,"Welchs T test, equal variance","0.150103865456461; 0.584846581848494","YES",0.635941551716298,"YES","6","NA",-2.38585708460039,0.972833841540266,"NO",1.69,NA,"Somatic: one bfactor + mean data"
"8",196,"Wilcoxon rank sum exact test","0.0138207473035064; 0.516592847364316","NO",0.730012513956165,"YES","NA","NA",15,0.259324009324009,"NO",0.324,NA,"Somatic: one bfactor + mean data"
"9",220,"Welchs T test, equal variance","0.320911141041456; 0.0789336675867884","YES",0.586589109616315,"YES","9","NA",-0.812755355939302,0.781335576524539,"NO",0.492,NA,"Somatic: one bfactor + mean data"
"10",225,"Welchs T test, equal variance","0.971492929283697; 0.415012717127544","YES",0.424684891332376,"YES","10","NA",-0.163699956639892,0.563385715485104,"NO",0.0945,NA,"Somatic: one bfactor + mean data"
"11",93,"Welchs T test, equal variance","0.395775959488906; 0.126168746103881","YES",0.215593756860134,"YES","6","NA",0.439553122047436,0.337825121099674,"NO",0.311,NA,"Somatic: raw, NO BFACTOR + mean data"
"12",165,"Welchs T test, equal variance","0.6621575477767; 0.627215432518186","YES",0.463084666376337,"YES","6","NA",-1.37484993584001,0.890844428397983,"NO",0.972,NA,"Somatic: raw, NO BFACTOR + mean data"
"13",196,"Welchs T test, equal variance","0.208324534195168; 0.569387679767425","YES",0.491080165960306,"YES","12","NA",1.86910315867873,0.0431007268269601,"YES",0.999,NA,"Somatic: raw, NO BFACTOR + mean data"
"14",220,"Welchs T test, equal variance","0.403409772230221; 0.804126536178415","YES",0.609868086039271,"YES","9","NA",1.37703742623961,0.100890387167394,"NO",0.834,NA,"Somatic: raw, NO BFACTOR + mean data"
"15",225,"Welchs T test, equal variance","0.947203641864661; 0.639603300792134","YES",0.65235598016002,"YES","10","NA",0.598688718799305,0.281347803601566,"NO",0.346,NA,"Somatic: raw, NO BFACTOR + mean data"
