"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",93,"Welchs T test, equal variance","0.727003222477676; 0.907728440089383","YES",0.43228671054253,"YES","6","NA",-0.377658828379099,0.640658585751166,"NO",0.267,NA,"Tissue: two pCO2 bfactors + mean data"
"2",165,"Welchs T test, equal variance","0.110922835809994; 0.584274456049106","YES",0.297508542120215,"YES","6","NA",-2.00352885883531,0.954012261321779,"NO",1.42,NA,"Tissue: two pCO2 bfactors + mean data"
"3",196,"Welchs T test, equal variance","0.247410079320891; 0.551238009628722","YES",0.063448982194966,"YES","12","NA",-1.322153030328,0.894617277986102,"NO",0.707,NA,"Tissue: two pCO2 bfactors + mean data"
"4",220,"Welchs T test, equal variance","0.2210602161795; 0.688669698372436","YES",0.961229201382777,"YES","9","NA",-2.28333356869217,0.975850775729949,"NO",1.38,NA,"Tissue: two pCO2 bfactors + mean data"
"5",225,"Welchs T test, equal variance","0.367629127928434; 0.64526584728924","YES",0.373183206191093,"YES","10","NA",-0.628604991280153,0.728151127199453,"NO",0.363,NA,"Tissue: two pCO2 bfactors + mean data"
"6",93,"Welchs T test, equal variance","0.720501234534259; 0.917079094012427","YES",0.310063882656352,"YES","6","NA",1.08786110026896,0.159206415637516,"NO",0.769,NA,"Tissue: one bfactor + mean data"
"7",165,"Welchs T test, equal variance","0.128941565193844; 0.486577069068581","YES",0.314478527482782,"YES","6","NA",-1.64235178838867,0.924187891180288,"NO",1.16,NA,"Tissue: one bfactor + mean data"
"8",196,"Welchs T test, equal variance","0.257205954840336; 0.603890066045543","YES",0.0780968402904033,"YES","12","NA",-1.40436453414841,0.907219555865516,"NO",0.751,NA,"Tissue: one bfactor + mean data"
"9",220,"Welchs T test, equal variance","0.295459711475709; 0.746883707104911","YES",0.974416316981476,"YES","9","NA",-2.48374291213332,0.982611392794727,"NO",1.5,NA,"Tissue: one bfactor + mean data"
"10",225,"Welchs T test, equal variance","0.348444120473044; 0.668483887884333","YES",0.418198096182101,"YES","10","NA",-1.03745390327275,0.838020216978373,"NO",0.599,NA,"Tissue: one bfactor + mean data"
"11",93,"Welchs T test, equal variance","0.395775959488906; 0.126168746103881","YES",0.215593756860134,"YES","6","NA",0.439553122047436,0.337825121099674,"NO",0.311,NA,"Tissue: raw, NO BFACTOR + mean data"
"12",165,"Welchs T test, equal variance","0.678300352058112; 0.65028566934562","YES",0.555529187369496,"YES","6","NA",-1.45806086051024,0.902451498389046,"NO",1.03,NA,"Tissue: raw, NO BFACTOR + mean data"
"13",196,"Welchs T test, equal variance","0.275440932865085; 0.610737433312497","YES",0.885461477930725,"YES","12","NA",1.80964338206541,0.0477253630288487,"YES",0.967,NA,"Tissue: raw, NO BFACTOR + mean data"
"14",220,"Wilcoxon rank sum exact test","0.786226535595247; 0.0125220943710338","NO",0.302155550516242,"YES","NA","NA",17,0.792207792207792,"NO",0.11,NA,"Tissue: raw, NO BFACTOR + mean data"
"15",225,"Welchs T test, equal variance","0.500808085700213; 0.312328863470105","YES",0.496291689369373,"YES","10","NA",0.266042520971864,0.397805592332157,"NO",0.154,NA,"Tissue: raw, NO BFACTOR + mean data"
