"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","Effsize","NA","About"
"1",165,"Welchs T test, equal variance","0.593321936132016; 0.646677417850305","YES",0.491328045997877,"YES","6","NA",-0.847953672086907,0.785506333280586,"NO",0.6,NA,"Gonad: two pCO2 bfactors + mean data"
"2",196,"Wilcoxon rank sum exact test","0.00080833148926405; 0.100153059704498","NO",0.640651560557108,"YES","NA","NA",10,0.137529137529138,"NO",0.436,NA,"Gonad: two pCO2 bfactors + mean data"
"3",220,"Welchs T test, equal variance","0.464801195741014; 0.237342568439814","YES",0.07183993136459,"YES","9","NA",-2.15595703007811,0.970271269118651,"NO",1.31,NA,"Gonad: two pCO2 bfactors + mean data"
"4",225,"Welchs T test, equal variance","0.292532856577771; 0.235590324857708","YES",0.850114690048735,"YES","10","NA",-0.99676420921051,0.828806824427098,"NO",0.575,NA,"Gonad: two pCO2 bfactors + mean data"
"5",165,"Welchs T test, equal variance","0.751214930785492; 0.617124371585321","YES",0.889277016691212,"YES","6","NA",0.059469893055326,0.477254562978294,"NO",0.0421,NA,"Gonad: one bfactor + mean data"
"6",196,"Wilcoxon rank sum exact test","0.000607865190411532; 0.0879800815339634","NO",0.867558602563789,"YES","NA","NA",11,0.180652680652681,"NO",0.396,NA,"Gonad: one bfactor + mean data"
"7",220,"Welchs T test, equal variance","0.544308421044055; 0.25224937029213","YES",0.104157255032553,"YES","9","NA",-2.09891492287105,0.967383477666353,"NO",1.27,NA,"Gonad: one bfactor + mean data"
"8",225,"Welchs T test, equal variance","0.211335325333978; 0.249617581823046","YES",0.853388146504383,"YES","10","NA",-1.70648845710111,0.940637308074625,"NO",0.985,NA,"Gonad: one bfactor + mean data"
"9",165,"Welchs T test, equal variance","0.912366323503152; 0.576209421227172","YES",0.35245133851751,"YES","6","NA",-1.00759679180488,0.823729889457616,"NO",0.712,NA,"Gonad: raw, NO BFACTOR + mean data"
"10",196,"Wilcoxon rank sum exact test","0.966315734455761; 0.000817800055179413","NO",0.936737380423761,"YES","NA","NA",3,0.00407925407925408,"YES",0.734,NA,"Gonad: raw, NO BFACTOR + mean data"
"11",220,"Welchs T test, equal variance","0.601650161064563; 0.715088366914459","YES",0.970157524035239,"YES","9","NA",-1.69262453103628,0.937611254790639,"NO",1.02,NA,"Gonad: raw, NO BFACTOR + mean data"
"12",225,"Welchs T test, equal variance","0.848599698936325; 0.401569573640364","YES",0.44201293312404,"YES","10","NA",-0.278684914408475,0.606917682066358,"NO",0.161,NA,"Gonad: raw, NO BFACTOR + mean data"
